0.000	0.000
1.000	23.000
2.000	32.000
3.000	32.000
4.000	35.000
5.000	29.000
6.000	33.000
7.000	36.000
8.000	32.000
9.000	27.000
10.000	46.000
11.000	37.000
12.000	30.000
13.000	26.000
14.000	26.000
15.000	22.000
16.000	23.000
17.000	47.000
18.000	25.000
19.000	35.000
20.000	31.000
21.000	31.000
22.000	33.000
23.000	41.000
24.000	31.000
25.000	32.000
26.000	43.000
27.000	31.000
28.000	33.000
29.000	34.000
30.000	32.000
31.000	41.000
32.000	32.000
33.000	30.000
34.000	25.000
35.000	36.000
36.000	34.000
37.000	40.000
38.000	41.000
39.000	39.000
40.000	38.000
41.000	43.000
42.000	38.000
43.000	55.000
44.000	38.000
45.000	24.000
46.000	38.000
47.000	28.000
48.000	32.000
49.000	36.000
50.000	31.000
51.000	26.000
52.000	45.000
53.000	40.000
54.000	34.000
55.000	30.000
56.000	32.000
57.000	32.000
58.000	36.000
59.000	33.000
60.000	21.000
61.000	37.000
62.000	35.000
63.000	38.000
64.000	32.000
65.000	33.000
66.000	34.000
67.000	34.000
68.000	50.000
69.000	34.000
70.000	41.000
71.000	31.000
72.000	29.000
73.000	32.000
74.000	29.000
75.000	34.000
76.000	29.000
77.000	34.000
78.000	42.000
79.000	37.000
80.000	41.000
81.000	30.000
82.000	31.000
83.000	30.000
84.000	40.000
85.000	45.000
86.000	29.000
87.000	32.000
88.000	36.000
89.000	33.000
90.000	27.000
91.000	29.000
92.000	41.000
93.000	32.000
94.000	31.000
95.000	33.000
96.000	34.000
97.000	42.000
98.000	30.000
99.000	31.000
100.000	38.000
101.000	43.000
102.000	37.000
103.000	33.000
104.000	37.000
105.000	37.000
106.000	20.000
107.000	40.000
108.000	37.000
109.000	36.000
110.000	39.000
111.000	33.000
112.000	37.000
113.000	40.000
114.000	39.000
115.000	32.000
116.000	35.000
117.000	32.000
118.000	22.000
119.000	34.000
120.000	25.000
